deal_id,company_name,industry,rep_name,lead_source,product_line,deal_stage,deal_value,created_date,close_date,days_in_stage,last_activity_days_ago,probability_pct,competitor_mentioned,num_stakeholders,next_action
DL-1160,Tidewater Health Network,Health Network,Megan Torres,Referral,Meridian Enterprise,Prospecting,460000,2025-01-04,2025-02-16,24,2,12,Epic,7,Follow-up call
DL-1161,Foothill Health Alliance,Outpatient Clinic,Lauren Tate,Conference,Meridian Pro,Demo Scheduled,80000,2024-08-01,2024-09-16,7,2,36,None,3,Escalation call
DL-1162,Riverside Health Alliance,Hospital System,Megan Torres,Referral,Meridian Enterprise,Closed Won,258000,2024-10-25,2024-11-26,0,59,100,Cerner,4,Send proposal
DL-1163,Cascade Cardiac Institute,Ambulatory Surgery Center,Lauren Tate,Conference,Meridian Enterprise,Closed Lost,404000,2024-08-08,2024-10-18,0,52,0,Cerner,2,Pricing review
DL-1164,Riverside Medical Center,Specialty Practice,Devon Mills,Outbound,Meridian Enterprise,Proposal Sent,417000,2024-11-02,2025-01-31,4,4,53,Cerner,3,Send proposal
DL-1165,Sunset Community Hospital,Specialty Practice,Lauren Tate,Conference,Meridian Core,Negotiation,36000,2024-08-10,2024-09-14,13,9,71,Epic,3,Pilot debrief
DL-1166,Vista Medical Center,Ambulatory Surgery Center,Marcus Webb,Outbound,Meridian Pro,Demo Scheduled,116000,2024-07-23,2024-09-11,18,14,42,Epic,3,Pilot debrief
DL-1167,Pinnacle Surgical Center,Health Network,Connor Walsh,Inbound,Meridian Enterprise,Closed Won,313000,2024-12-25,2025-02-12,0,61,100,In-House Solution,1,Follow-up call
DL-1168,Foxglove Medical Group,Specialty Practice,Keiko Yamada,Inbound,Meridian Enterprise,Closed Won,239000,2024-10-20,2024-12-09,0,43,99,None,2,Check in
DL-1169,Crestwood Physicians Group,Hospital System,Julia Novak,Partner,Meridian Enterprise,Closed Won,350000,2024-08-09,2024-10-17,0,76,99,None,8,Contract sent
DL-1170,Pacific Medical Group,Urgent Care,Devon Mills,Outbound,Meridian Pro,Closed Won,96000,2024-09-03,2024-10-18,0,44,98,None,3,Escalation call
DL-1171,Northbay Oncology Partners,Ambulatory Surgery Center,Priya Nair,Outbound,Meridian Enterprise,Closed Won,185000,2024-09-09,2024-12-01,0,61,100,In-House Solution,2,Check in
DL-1172,Heritage Health Alliance,Outpatient Clinic,Julia Novak,Conference,Meridian Enterprise,Prospecting,422000,2024-12-19,2025-02-27,8,5,20,None,2,Contract sent
DL-1173,Atlas Medical Center,Specialty Practice,Nina Patel,Inbound,Meridian Core,Closed Lost,32000,2024-08-31,2024-10-16,0,53,0,In-House Solution,3,Contract sent
DL-1174,Highland Hospital,Health Network,Chris Park,Inbound,Meridian Enterprise,Closed Won,162000,2024-07-16,2024-09-12,0,82,99,Epic,7,Follow-up call
DL-1175,Shoreline Physicians Group,Hospital System,Lauren Tate,Conference,Meridian Enterprise,Closed Lost,232000,2024-12-01,2025-02-12,0,74,5,In-House Solution,2,Escalation call
DL-1176,Riverside Cardiac Institute,Hospital System,Andre Bishop,Conference,Meridian Pro,Negotiation,58000,2024-12-24,2025-02-08,23,4,65,Cerner,7,Follow-up call
DL-1177,Northbay Women's Health,Specialty Practice,Sarah Chen,Partner,Meridian Enterprise,Closed Won,220000,2024-10-13,2024-12-14,0,50,100,None,3,Demo scheduled
DL-1178,Pinecrest Health Services,Urgent Care,Andre Bishop,Conference,Meridian Enterprise,Closed Won,150000,2024-07-07,2024-09-13,0,52,100,Epic,1,Escalation call
DL-1179,Coastal Health Services,Specialty Practice,Tomas Rivera,Referral,Meridian Enterprise,Closed Won,351000,2024-07-08,2024-09-01,0,65,100,None,2,Send proposal
DL-1180,Sunset Regional Health,Health Network,Nina Patel,Partner,Meridian Enterprise,Closed Won,406000,2024-10-19,2024-12-24,0,29,100,In-House Solution,8,Follow-up call
DL-1181,Highland Hospital,Ambulatory Surgery Center,Sarah Chen,Inbound,Meridian Core,Closed Won,29000,2024-10-17,2024-11-20,0,88,97,None,4,Demo scheduled
DL-1182,Foothill Medical Group,Specialty Practice,Sarah Chen,Inbound,Meridian Pro,Closed Won,49000,2024-12-03,2025-01-20,0,68,100,Cerner,1,Send proposal
DL-1183,Cardinal Health Services,Specialty Practice,Andre Bishop,Partner,Meridian Enterprise,Closed Lost,111000,2024-11-08,2025-01-10,0,86,0,Epic,4,Follow-up call
DL-1184,Forge Regional Health,Health Network,Rachel Kim,Inbound,Meridian Enterprise,Qualified,308000,2024-12-14,2025-02-16,18,9,33,In-House Solution,3,Legal review
DL-1185,Crystal Medical Center,Hospital System,Connor Walsh,Inbound,Meridian Enterprise,Negotiation,323000,2025-01-04,2025-02-23,30,2,72,Epic,6,Contract sent
DL-1186,Ironwood Health System,Specialty Practice,Andre Bishop,Conference,Meridian Enterprise,Closed Lost,331000,2024-08-07,2024-09-25,0,64,0,In-House Solution,3,Escalation call
DL-1187,Cascade Hospital,Urgent Care,Rachel Kim,Inbound,Meridian Core,Closed Won,34000,2024-12-12,2025-01-21,0,54,100,None,3,Escalation call
DL-1188,Pacific Medical Group,Hospital System,Lauren Tate,Outbound,Meridian Pro,Negotiation,95000,2024-10-03,2024-11-27,22,12,65,None,4,Legal review
DL-1189,Valley Pediatric Center,Urgent Care,Megan Torres,Referral,Meridian Enterprise,Closed Won,114000,2024-08-11,2024-09-14,0,31,96,None,1,Follow-up call
DL-1190,Granite Medical Center,Specialty Practice,Julia Novak,Outbound,Meridian Pro,Closed Won,57000,2024-11-03,2025-01-15,0,25,97,None,4,Demo scheduled
DL-1191,Cascade Clinic,Ambulatory Surgery Center,Rachel Kim,Inbound,Meridian Pro,Closed Won,90000,2024-11-08,2024-12-04,0,85,98,Cerner,4,Contract sent
DL-1192,Osprey Health Network,Specialty Practice,Megan Torres,Referral,Meridian Pro,Closed Won,50000,2024-12-20,2025-02-03,0,30,96,Epic,3,Contract sent
DL-1193,Cascade Healthcare System,Specialty Practice,Priya Nair,Conference,Meridian Core,Closed Won,16000,2024-08-13,2024-09-16,0,65,100,None,2,Demo scheduled
DL-1194,Summit Care Partners,Urgent Care,Connor Walsh,Referral,Meridian Enterprise,Closed Won,292000,2024-11-01,2024-12-20,0,27,100,None,1,Send proposal
DL-1195,Cardinal Oncology Partners,Ambulatory Surgery Center,Lauren Tate,Referral,Meridian Enterprise,Closed Won,107000,2024-09-30,2024-11-24,0,67,98,In-House Solution,1,Follow-up call
DL-1196,Granite Community Hospital,Hospital System,Megan Torres,Referral,Meridian Pro,Closed Won,44000,2024-07-15,2024-08-25,0,87,100,None,4,Pricing review
DL-1197,Westmark Healthcare System,Health Network,Devon Mills,Outbound,Meridian Core,Closed Won,25000,2024-07-17,2024-09-12,0,64,100,Epic,3,Check in
DL-1198,Foxglove Cardiac Institute,Specialty Practice,Fatima Hassan,Partner,Meridian Enterprise,Closed Lost,106000,2024-07-21,2024-09-02,0,56,5,None,1,Legal review
DL-1199,Granite Regional Health,Outpatient Clinic,Devon Mills,Outbound,Meridian Pro,Proposal Sent,65000,2025-01-03,2025-03-04,21,4,57,None,1,Pricing review
DL-1200,Evergreen Health Alliance,Hospital System,Megan Torres,Conference,Meridian Core,Closed Won,13000,2024-11-09,2024-12-28,0,62,98,None,3,Escalation call
DL-1201,Clearwater Healthcare System,Hospital System,Aisha Brooks,Referral,Meridian Core,Closed Won,21000,2024-09-24,2024-10-24,0,31,97,None,6,Demo scheduled
DL-1202,Crystal Care Partners,Specialty Practice,Chris Park,Inbound,Meridian Pro,Closed Won,45000,2024-11-04,2024-12-06,0,81,97,In-House Solution,1,Follow-up call
DL-1203,Redwood Oncology Partners,Urgent Care,Megan Torres,Partner,Meridian Core,Closed Won,15000,2024-07-19,2024-09-05,0,74,96,Epic,1,Pilot debrief
DL-1204,Highland Health System,Ambulatory Surgery Center,Julia Novak,Conference,Meridian Core,Closed Won,20000,2024-08-22,2024-10-02,0,46,99,None,1,Demo scheduled
DL-1205,Highland Women's Health,Health Network,Priya Nair,Referral,Meridian Enterprise,Closed Won,268000,2024-09-03,2024-11-02,0,45,100,None,3,Pilot debrief
DL-1206,Crestwood Clinic,Ambulatory Surgery Center,Tomas Rivera,Outbound,Meridian Core,Closed Won,30000,2024-11-10,2025-01-17,0,67,100,None,1,Contract sent
DL-1207,Trailhead Health Alliance,Outpatient Clinic,Chris Park,Inbound,Meridian Pro,Closed Won,41000,2024-08-20,2024-10-05,0,69,99,Epic,1,Contract sent
DL-1208,Glenwood Hospital,Hospital System,Keiko Yamada,Inbound,Meridian Pro,Closed Won,101000,2024-12-12,2025-01-28,0,72,98,In-House Solution,4,Legal review
DL-1209,Crestwood Pediatric Center,Hospital System,Keiko Yamada,Inbound,Meridian Pro,Closed Lost,117000,2024-12-23,2025-02-10,0,85,3,Epic,3,Legal review
DL-1210,Vista Health Network,Ambulatory Surgery Center,Connor Walsh,Inbound,Meridian Core,Closed Won,21000,2024-10-29,2024-11-26,0,88,95,None,2,Check in
DL-1211,Sequoia Health System,Health Network,Devon Mills,Outbound,Meridian Enterprise,Closed Won,245000,2024-10-10,2024-12-27,0,27,97,In-House Solution,7,Follow-up call
DL-1212,Atlas Cardiac Institute,Specialty Practice,Keiko Yamada,Inbound,Meridian Enterprise,Closed Lost,435000,2024-09-05,2024-11-02,0,47,0,None,1,Escalation call
DL-1213,Cypress Surgical Center,Health Network,Sarah Chen,Inbound,Meridian Pro,Closed Won,77000,2024-07-11,2024-08-12,0,74,100,In-House Solution,3,Escalation call
DL-1214,Ridgeline Pediatric Center,Outpatient Clinic,Nina Patel,Outbound,Meridian Core,Closed Won,13000,2024-08-29,2024-10-12,0,89,100,In-House Solution,4,Contract sent
DL-1215,Pacific Pediatric Center,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Enterprise,Closed Lost,123000,2024-12-12,2025-01-29,0,82,1,Cerner,2,Check in
DL-1216,Coastal Health Alliance,Ambulatory Surgery Center,Devon Mills,Outbound,Meridian Enterprise,Closed Lost,352000,2024-09-13,2024-12-09,0,61,4,None,3,Pilot debrief
DL-1217,Granite Community Hospital,Ambulatory Surgery Center,Marcus Webb,Partner,Meridian Core,Closed Won,24000,2024-11-05,2024-12-23,0,61,100,Epic,2,Pilot debrief
DL-1218,Osprey Community Hospital,Urgent Care,Nina Patel,Partner,Meridian Pro,Closed Lost,82000,2024-12-21,2025-01-28,0,76,0,None,1,Pricing review
DL-1219,Cedar Surgical Center,Health Network,Keiko Yamada,Inbound,Meridian Core,Closed Won,45000,2024-09-21,2024-10-29,0,65,100,None,4,Send proposal
DL-1220,Westmark Surgical Center,Hospital System,Andre Bishop,Conference,Meridian Core,Demo Scheduled,31000,2024-11-06,2024-12-28,7,6,37,Epic,4,Send proposal
DL-1221,Valley Health Network,Urgent Care,James Okafor,Partner,Meridian Enterprise,Closed Won,375000,2024-07-21,2024-09-09,0,60,100,None,1,Executive meeting
DL-1222,Summit Oncology Partners,Health Network,Rachel Kim,Inbound,Meridian Enterprise,Closed Won,244000,2024-09-10,2024-11-09,0,85,96,In-House Solution,4,Pricing review
DL-1223,Elmwood Hospital,Outpatient Clinic,Sarah Chen,Inbound,Meridian Core,Negotiation,13000,2025-01-04,2025-02-23,12,1,70,None,3,Follow-up call
DL-1224,Redwood Health System,Specialty Practice,Devon Mills,Partner,Meridian Core,Prospecting,22000,2025-01-12,2025-03-09,12,4,15,Epic,2,Contract sent
DL-1225,Vista Care Partners,Health Network,Connor Walsh,Inbound,Meridian Enterprise,Closed Won,202000,2024-09-11,2024-10-31,0,83,100,None,4,Escalation call
DL-1226,Trailhead Community Hospital,Urgent Care,Lauren Tate,Referral,Meridian Core,Closed Won,23000,2024-10-25,2024-11-27,0,70,100,Cerner,1,Follow-up call
DL-1227,Cedar Care Partners,Hospital System,Tyler Ross,Outbound,Meridian Enterprise,Qualified,445000,2024-11-18,2025-01-23,12,38,34,Epic,2,Pricing review
DL-1228,Sequoia Health Alliance,Hospital System,Tyler Ross,Outbound,Meridian Pro,Negotiation,47000,2024-07-02,2024-08-16,18,4,72,None,7,Pricing review
DL-1229,Pinecrest Healthcare System,Ambulatory Surgery Center,Lauren Tate,Conference,Meridian Core,Closed Won,36000,2024-09-02,2024-11-01,0,47,100,None,1,Pilot debrief
DL-1230,Clearwater Health Alliance,Health Network,Tomas Rivera,Referral,Meridian Pro,Closed Won,108000,2024-11-16,2024-12-30,0,66,98,In-House Solution,6,Pricing review
DL-1231,Sequoia Health Alliance,Health Network,Connor Walsh,Inbound,Meridian Core,Closed Lost,36000,2024-08-18,2024-10-05,0,82,1,In-House Solution,1,Legal review
DL-1232,Juniper Care Partners,Health Network,Lauren Tate,Conference,Meridian Enterprise,Closed Lost,314000,2024-10-18,2024-12-22,0,50,4,Epic,7,Pricing review
DL-1233,Hawthorne Health Alliance,Ambulatory Surgery Center,Priya Nair,Inbound,Meridian Enterprise,Closed Won,210000,2024-08-22,2024-10-19,0,39,95,Cerner,2,Contract sent
DL-1234,Valley Health Services,Hospital System,Lauren Tate,Conference,Meridian Pro,Closed Won,112000,2024-12-29,2025-02-14,0,38,100,None,4,Pricing review
DL-1235,Cardinal Care Partners,Health Network,Julia Novak,Conference,Meridian Enterprise,Qualified,218000,2024-10-16,2024-12-28,12,40,27,Cerner,1,Pricing review
