deal_id,company_name,industry,rep_name,lead_source,product_line,deal_stage,deal_value,created_date,close_date,days_in_stage,last_activity_days_ago,probability_pct,competitor_mentioned,num_stakeholders,next_action
DL-1160,Valley Regional Health,Outpatient Clinic,Julia Novak,Conference,Meridian Enterprise,Prospecting,140000,2024-03-09,2024-05-21,19,4,10,None,1,Executive meeting
DL-1161,Mercy Health Network,Ambulatory Surgery Center,Priya Nair,Partner,Meridian Enterprise,Closed Won,386000,2024-04-06,2024-05-30,0,85,100,None,2,Check in
DL-1162,Cedar Regional Health,Health Network,James Okafor,Inbound,Meridian Enterprise,Closed Lost,204000,2025-01-17,2025-03-11,0,65,0,None,6,Legal review
DL-1163,Highland Medical Center,Specialty Practice,Nina Patel,Partner,Meridian Pro,Proposal Sent,52000,2024-07-03,2024-08-24,12,4,55,None,2,Check in
DL-1164,Cardinal Healthcare System,Outpatient Clinic,Sam Elliot,Outbound,Meridian Core,Proposal Sent,36000,2024-05-31,2024-08-01,19,11,60,None,4,Check in
DL-1165,Pinecrest Oncology Partners,Outpatient Clinic,Chris Park,Inbound,Meridian Core,Closed Won,20000,2024-08-23,2024-10-08,0,41,100,In-House Solution,1,Executive meeting
DL-1166,Tidewater Surgical Center,Health Network,Priya Nair,Conference,Meridian Enterprise,Negotiation,462000,2025-02-22,2025-04-26,32,6,65,Cerner,8,Follow-up call
DL-1167,Pacific Healthcare System,Hospital System,Sarah Chen,Inbound,Meridian Enterprise,Closed Won,469000,2024-09-29,2024-11-17,0,48,95,Cerner,3,Follow-up call
DL-1168,Lakeshore Care Partners,Health Network,James Okafor,Inbound,Meridian Enterprise,Closed Lost,281000,2024-09-25,2024-11-13,0,35,0,Epic,4,Legal review
DL-1169,Beacon Health System,Hospital System,Priya Nair,Inbound,Meridian Pro,Closed Won,88000,2024-11-30,2025-01-04,0,33,100,None,8,Executive meeting
DL-1170,Vista Medical Center,Hospital System,Sam Elliot,Partner,Meridian Enterprise,Closed Won,121000,2024-11-26,2025-01-20,0,85,100,Epic,2,Check in
DL-1171,Osprey Health Network,Health Network,Nina Patel,Inbound,Meridian Enterprise,Closed Won,206000,2024-10-05,2024-12-03,0,82,100,In-House Solution,7,Check in
DL-1172,Atlas Medical Group,Ambulatory Surgery Center,Derek Stone,Outbound,Meridian Core,Demo Scheduled,17000,2024-06-18,2024-08-17,3,2,41,None,4,Executive meeting
DL-1173,Valley Health System,Specialty Practice,Rachel Kim,Conference,Meridian Core,Proposal Sent,34000,2024-01-16,2024-03-07,7,11,59,In-House Solution,3,Executive meeting
DL-1174,Trailhead Health System,Outpatient Clinic,Connor Walsh,Inbound,Meridian Core,Closed Lost,36000,2024-12-31,2025-02-14,0,39,1,None,1,Follow-up call
DL-1175,Willow Health Alliance,Outpatient Clinic,Tomas Rivera,Outbound,Meridian Core,Closed Won,20000,2024-08-15,2024-09-30,0,58,100,Cerner,1,Follow-up call
DL-1176,Briar Health Network,Urgent Care,Priya Nair,Partner,Meridian Pro,Closed Won,89000,2024-06-30,2024-07-27,0,54,96,In-House Solution,2,Check in
DL-1177,Cardinal Health Network,Hospital System,Tomas Rivera,Outbound,Meridian Core,Closed Lost,39000,2024-05-17,2024-07-08,0,60,0,None,8,Contract sent
DL-1178,Pinnacle Health Alliance,Outpatient Clinic,Aisha Brooks,Referral,Meridian Core,Closed Lost,37000,2024-08-22,2024-09-21,0,54,0,Epic,2,Legal review
DL-1179,Forge Health Alliance,Specialty Practice,Rachel Kim,Outbound,Meridian Pro,Demo Scheduled,62000,2024-11-04,2024-12-30,22,8,44,None,3,Executive meeting
DL-1180,Coastal Surgical Center,Urgent Care,Megan Torres,Referral,Meridian Core,Closed Won,23000,2024-07-05,2024-08-15,0,31,100,In-House Solution,3,Executive meeting
DL-1181,Lakeside Oncology Partners,Health Network,Priya Nair,Conference,Meridian Enterprise,Proposal Sent,229000,2025-02-23,2025-05-14,14,2,57,Cerner,7,Contract sent
DL-1182,Osprey Regional Health,Urgent Care,Marcus Webb,Partner,Meridian Enterprise,Demo Scheduled,143000,2025-02-08,2025-03-31,7,11,44,None,4,Executive meeting
DL-1183,Sunset Medical Group,Outpatient Clinic,Rachel Kim,Inbound,Meridian Core,Closed Won,44000,2025-02-11,2025-03-29,0,67,100,None,4,Demo scheduled
DL-1184,Pinnacle Surgical Center,Specialty Practice,Sarah Chen,Inbound,Meridian Core,Closed Lost,19000,2024-09-04,2024-10-23,0,39,0,None,2,Contract sent
DL-1185,Harbor Medical Center,Specialty Practice,Chris Park,Inbound,Meridian Enterprise,Closed Won,456000,2024-06-27,2024-08-21,0,49,95,In-House Solution,3,Check in
DL-1186,Westmark Hospital,Urgent Care,James Okafor,Outbound,Meridian Core,Closed Lost,22000,2024-12-12,2025-02-04,0,59,0,Epic,4,Demo scheduled
DL-1187,Atlas Cardiac Institute,Urgent Care,Sarah Chen,Inbound,Meridian Pro,Closed Won,89000,2025-01-12,2025-02-04,0,43,99,In-House Solution,1,Executive meeting
DL-1188,Maple Medical Group,Health Network,Derek Stone,Outbound,Meridian Enterprise,Demo Scheduled,443000,2024-04-05,2024-07-04,21,7,44,Epic,8,Contract sent
DL-1189,Trailhead Care Partners,Urgent Care,Devon Mills,Partner,Meridian Core,Closed Won,20000,2025-02-20,2025-03-29,0,49,96,None,2,Contract sent
DL-1190,Briar Hospital,Specialty Practice,Megan Torres,Partner,Meridian Pro,Closed Won,63000,2024-08-02,2024-09-13,0,74,100,None,4,Legal review
DL-1191,Willow Regional Health,Specialty Practice,Lauren Tate,Conference,Meridian Enterprise,Proposal Sent,127000,2024-04-05,2024-06-14,6,4,56,Cerner,4,Demo scheduled
DL-1192,Cascade Clinic,Specialty Practice,Chris Park,Conference,Meridian Core,Closed Won,17000,2024-07-31,2024-09-21,0,78,98,None,2,Contract sent
DL-1193,Cedar Health Services,Urgent Care,Tomas Rivera,Conference,Meridian Enterprise,Closed Won,157000,2024-03-27,2024-06-12,0,79,100,None,1,Executive meeting
DL-1194,Harbor Healthcare System,Specialty Practice,Fatima Hassan,Partner,Meridian Core,Prospecting,27000,2024-10-06,2024-11-11,16,14,11,Epic,2,Send proposal
DL-1195,Beacon Medical Group,Urgent Care,Andre Bishop,Outbound,Meridian Core,Prospecting,25000,2025-03-16,2025-05-25,20,5,19,Cerner,3,Legal review
DL-1196,Sequoia Cardiac Institute,Health Network,Nina Patel,Inbound,Meridian Pro,Qualified,75000,2025-03-15,2025-04-27,9,25,28,In-House Solution,5,Check in
DL-1197,Mercy Health Services,Ambulatory Surgery Center,Sam Elliot,Outbound,Meridian Core,Demo Scheduled,37000,2024-07-11,2024-09-09,16,8,40,Cerner,1,Check in
DL-1198,Vista Medical Group,Hospital System,Fatima Hassan,Referral,Meridian Enterprise,Closed Lost,303000,2024-11-21,2025-01-02,0,82,0,Epic,5,Legal review
DL-1199,Harbor Health Services,Specialty Practice,Derek Stone,Outbound,Meridian Pro,Closed Won,46000,2024-10-22,2024-12-06,0,80,100,None,2,Demo scheduled
DL-1200,Northbay Medical Group,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Core,Demo Scheduled,31000,2024-01-01,2024-02-02,4,11,40,None,2,Follow-up call
DL-1201,Evergreen Health System,Ambulatory Surgery Center,Megan Torres,Referral,Meridian Core,Closed Won,39000,2024-11-16,2024-12-26,0,36,95,None,2,Contract sent
DL-1202,Foothill Surgical Center,Hospital System,Connor Walsh,Inbound,Meridian Enterprise,Closed Won,275000,2024-09-22,2024-11-28,0,85,100,In-House Solution,2,Send proposal
DL-1203,Sequoia Health System,Outpatient Clinic,Megan Torres,Referral,Meridian Pro,Closed Won,78000,2024-02-15,2024-03-10,0,82,97,In-House Solution,1,Contract sent
DL-1204,Maple Health Alliance,Health Network,Devon Mills,Outbound,Meridian Enterprise,Qualified,310000,2024-08-13,2024-11-15,4,3,26,Cerner,6,Executive meeting
DL-1205,Lakeside Clinic,Hospital System,Lauren Tate,Conference,Meridian Core,Prospecting,30000,2024-05-06,2024-07-03,11,34,18,None,1,Executive meeting
DL-1206,Osprey Health Alliance,Health Network,Connor Walsh,Inbound,Meridian Pro,Closed Lost,49000,2024-09-10,2024-10-19,0,30,0,In-House Solution,6,Contract sent
DL-1207,Willow Clinic,Hospital System,Devon Mills,Inbound,Meridian Enterprise,Closed Won,134000,2025-01-25,2025-03-07,0,32,95,Epic,7,Demo scheduled
DL-1208,Ridgeline Regional Health,Health Network,Megan Torres,Referral,Meridian Enterprise,Closed Lost,140000,2024-02-12,2024-04-04,0,81,0,In-House Solution,2,Legal review
DL-1209,Foothill Care Partners,Health Network,Sam Elliot,Outbound,Meridian Core,Prospecting,19000,2025-01-08,2025-03-07,11,11,12,In-House Solution,1,Send proposal
DL-1210,Harbor Healthcare System,Ambulatory Surgery Center,Chris Park,Inbound,Meridian Pro,Closed Won,61000,2024-06-26,2024-07-30,0,79,99,In-House Solution,1,Legal review
DL-1211,Pinecrest Surgical Center,Outpatient Clinic,Sam Elliot,Outbound,Meridian Enterprise,Closed Won,395000,2024-05-19,2024-08-22,0,59,100,None,2,Legal review
DL-1212,Evergreen Medical Group,Ambulatory Surgery Center,Devon Mills,Partner,Meridian Enterprise,Prospecting,159000,2024-05-10,2024-07-04,3,1,13,None,4,Send proposal
DL-1213,Pinecrest Hospital,Specialty Practice,Sam Elliot,Outbound,Meridian Enterprise,Negotiation,263000,2024-04-24,2024-07-16,29,2,73,In-House Solution,2,Executive meeting
DL-1214,Granite Clinic,Specialty Practice,Julia Novak,Conference,Meridian Pro,Closed Won,79000,2024-01-24,2024-03-08,0,59,95,None,3,Check in
DL-1215,Cedar Medical Group,Specialty Practice,Connor Walsh,Inbound,Meridian Core,Closed Won,27000,2024-08-25,2024-09-21,0,56,95,None,1,Legal review
DL-1216,Vista Health System,Hospital System,Sarah Chen,Referral,Meridian Core,Closed Won,45000,2025-01-23,2025-02-19,0,33,97,In-House Solution,1,Send proposal
DL-1217,Atlas Cardiac Institute,Specialty Practice,Julia Novak,Referral,Meridian Enterprise,Closed Won,143000,2024-07-30,2024-09-22,0,38,100,Epic,1,Demo scheduled
DL-1218,Foothill Healthcare System,Outpatient Clinic,Lauren Tate,Conference,Meridian Pro,Closed Lost,81000,2024-05-01,2024-06-14,0,44,0,None,1,Send proposal
DL-1219,Harbor Health System,Hospital System,James Okafor,Inbound,Meridian Enterprise,Closed Won,283000,2024-03-25,2024-05-29,0,49,100,None,3,Executive meeting
DL-1220,Crystal Clinic,Outpatient Clinic,Tomas Rivera,Outbound,Meridian Core,Demo Scheduled,17000,2025-02-27,2025-05-04,14,9,35,In-House Solution,2,Follow-up call
DL-1221,Granite Health Services,Hospital System,Megan Torres,Outbound,Meridian Pro,Prospecting,53000,2025-03-13,2025-05-21,2,39,13,None,7,Legal review
DL-1222,Harbor Medical Center,Hospital System,Priya Nair,Inbound,Meridian Core,Closed Won,24000,2024-10-25,2024-12-07,0,38,96,None,8,Follow-up call
DL-1223,Coastal Hospital,Ambulatory Surgery Center,Devon Mills,Outbound,Meridian Pro,Closed Lost,103000,2024-10-20,2024-12-03,0,57,0,None,3,Legal review
