deal_id,company_name,industry,rep_name,lead_source,product_line,deal_stage,deal_value,created_date,close_date,days_in_stage,last_activity_days_ago,probability_pct,competitor_mentioned,num_stakeholders,next_action
DL-1160,Sequoia Health Services,Specialty Practice,Nina Patel,Outbound,Meridian Core,Negotiation,12000,2024-09-09,2024-11-05,5,8,71,Cerner,3,Pilot debrief
DL-1161,Mercy Community Hospital,Outpatient Clinic,James Okafor,Conference,Meridian Enterprise,Closed Lost,280000,2024-07-07,2024-10-10,0,74,5,None,4,Escalation call
DL-1162,Lakeshore Regional Health,Health Network,Tomas Rivera,Outbound,Meridian Pro,Closed Won,114000,2024-05-18,2024-07-08,0,67,100,Cerner,4,Executive meeting
DL-1163,Pacific Women's Health,Urgent Care,Sarah Chen,Inbound,Meridian Pro,Closed Won,78000,2024-04-07,2024-05-29,0,64,100,Cerner,4,Executive meeting
DL-1164,Riverside Health Services,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Pro,Closed Won,97000,2024-07-01,2024-08-27,0,33,100,None,3,Pricing review
DL-1165,Beacon Care Partners,Health Network,Megan Torres,Partner,Meridian Core,Closed Won,43000,2024-09-14,2024-10-23,0,68,100,None,6,Check in
DL-1166,Beacon Women's Health,Hospital System,Priya Nair,Referral,Meridian Enterprise,Closed Won,250000,2024-06-19,2024-09-03,0,90,100,In-House Solution,5,Pricing review
DL-1167,Mercy Cardiac Institute,Health Network,Aisha Brooks,Conference,Meridian Core,Closed Lost,18000,2024-08-08,2024-09-22,0,30,1,In-House Solution,1,Contract sent
DL-1168,Shoreline Health Network,Health Network,Megan Torres,Inbound,Meridian Enterprise,Closed Won,383000,2024-04-26,2024-07-14,0,90,97,Epic,3,Legal review
DL-1169,Elmwood Medical Center,Hospital System,Julia Novak,Conference,Meridian Core,Proposal Sent,16000,2024-10-12,2024-11-20,16,10,56,None,6,Legal review
DL-1170,Tidewater Healthcare System,Hospital System,Connor Walsh,Inbound,Meridian Pro,Negotiation,120000,2024-06-30,2024-07-26,4,6,68,Epic,1,Follow-up call
DL-1171,Forge Medical Center,Specialty Practice,Connor Walsh,Inbound,Meridian Core,Closed Won,27000,2024-07-11,2024-08-10,0,45,100,None,4,Contract sent
DL-1172,Lakeside Community Hospital,Specialty Practice,Sam Elliot,Outbound,Meridian Core,Closed Lost,27000,2024-09-02,2024-11-06,0,53,1,None,1,Demo scheduled
DL-1173,Cedar Healthcare System,Specialty Practice,Priya Nair,Referral,Meridian Core,Closed Won,12000,2024-05-15,2024-07-02,0,71,96,None,3,Executive meeting
DL-1174,Pacific Health System,Outpatient Clinic,Priya Nair,Referral,Meridian Enterprise,Closed Won,225000,2024-05-02,2024-07-07,0,61,100,None,3,Follow-up call
DL-1175,Beacon Care Partners,Health Network,Rachel Kim,Inbound,Meridian Enterprise,Closed Lost,378000,2024-05-10,2024-08-05,0,81,2,None,6,Demo scheduled
DL-1176,Ivy Brook Oncology Partners,Health Network,Megan Torres,Partner,Meridian Pro,Closed Won,104000,2024-07-06,2024-08-08,0,82,100,In-House Solution,8,Pilot debrief
DL-1177,Valley Medical Center,Urgent Care,Andre Bishop,Conference,Meridian Enterprise,Prospecting,208000,2024-08-15,2024-11-13,23,9,14,In-House Solution,2,Contract sent
DL-1178,Atlas Cardiac Institute,Health Network,Sarah Chen,Outbound,Meridian Enterprise,Closed Lost,155000,2024-07-09,2024-10-27,0,71,3,None,2,Demo scheduled
DL-1179,Hawthorne Care Partners,Outpatient Clinic,Tomas Rivera,Conference,Meridian Pro,Qualified,91000,2024-05-03,2024-07-03,10,37,35,In-House Solution,4,Follow-up call
DL-1180,Heritage Health System,Outpatient Clinic,Fatima Hassan,Conference,Meridian Enterprise,Closed Won,150000,2024-06-03,2024-09-02,0,59,100,In-House Solution,4,Follow-up call
DL-1181,Westmark Surgical Center,Outpatient Clinic,Devon Mills,Outbound,Meridian Core,Closed Won,36000,2024-07-20,2024-09-25,0,64,100,In-House Solution,4,Pricing review
DL-1182,Hawthorne Health System,Outpatient Clinic,Nina Patel,Partner,Meridian Core,Demo Scheduled,19000,2024-07-21,2024-09-12,3,14,44,Cerner,2,Send proposal
DL-1183,Cypress Hospital,Outpatient Clinic,Marcus Webb,Outbound,Meridian Enterprise,Proposal Sent,144000,2024-06-21,2024-10-20,21,14,53,None,3,Executive meeting
DL-1184,Westmark Pediatric Center,Urgent Care,Fatima Hassan,Conference,Meridian Core,Qualified,25000,2024-06-27,2024-08-13,17,1,33,None,2,Demo scheduled
DL-1185,Redwood Community Hospital,Hospital System,Derek Stone,Outbound,Meridian Core,Qualified,34000,2024-06-06,2024-07-31,22,3,35,In-House Solution,4,Demo scheduled
DL-1186,Briar Health Services,Ambulatory Surgery Center,Sarah Chen,Outbound,Meridian Pro,Qualified,78000,2024-08-10,2024-09-27,20,6,35,None,2,Legal review
DL-1187,Crystal Physicians Group,Health Network,Fatima Hassan,Partner,Meridian Core,Prospecting,12000,2024-10-14,2024-11-21,3,5,13,In-House Solution,2,Legal review
DL-1188,Northbay Regional Health,Outpatient Clinic,Rachel Kim,Inbound,Meridian Pro,Closed Won,61000,2024-07-23,2024-09-01,0,26,100,Epic,3,Send proposal
DL-1189,Cardinal Surgical Center,Urgent Care,Chris Park,Inbound,Meridian Pro,Demo Scheduled,41000,2024-07-21,2024-08-24,22,10,45,In-House Solution,1,Legal review
DL-1190,Crystal Regional Health,Outpatient Clinic,Sarah Chen,Outbound,Meridian Pro,Closed Lost,63000,2024-04-07,2024-06-20,0,46,0,In-House Solution,4,Legal review
DL-1191,Lakeside Health System,Health Network,Andre Bishop,Conference,Meridian Enterprise,Closed Won,229000,2024-06-21,2024-09-22,0,38,100,In-House Solution,4,Escalation call
DL-1192,Sunset Healthcare System,Urgent Care,Sam Elliot,Referral,Meridian Enterprise,Closed Won,420000,2024-08-06,2024-10-01,0,54,97,None,1,Follow-up call
DL-1193,Foxglove Health System,Ambulatory Surgery Center,Fatima Hassan,Partner,Meridian Pro,Negotiation,40000,2024-08-01,2024-08-29,15,3,69,None,4,Check in
DL-1194,Northbay Pediatric Center,Health Network,Priya Nair,Referral,Meridian Enterprise,Closed Won,251000,2024-07-22,2024-09-14,0,69,100,In-House Solution,6,Pricing review
DL-1195,Osprey Health Services,Specialty Practice,Fatima Hassan,Outbound,Meridian Enterprise,Prospecting,417000,2024-07-19,2024-11-06,23,11,14,Cerner,3,Escalation call
DL-1196,Ridgeline Care Partners,Ambulatory Surgery Center,Lauren Tate,Partner,Meridian Core,Proposal Sent,24000,2024-06-16,2024-07-20,24,2,52,In-House Solution,4,Check in
DL-1197,Riverside Health Alliance,Outpatient Clinic,Julia Novak,Conference,Meridian Core,Qualified,26000,2024-06-01,2024-07-10,19,4,29,In-House Solution,3,Escalation call
DL-1198,Atlas Physicians Group,Urgent Care,Connor Walsh,Inbound,Meridian Enterprise,Closed Lost,456000,2024-08-20,2024-10-23,0,35,1,In-House Solution,2,Pricing review
DL-1199,Evergreen Hospital,Ambulatory Surgery Center,Derek Stone,Inbound,Meridian Enterprise,Proposal Sent,363000,2024-08-08,2024-10-11,19,3,53,Cerner,2,Check in
DL-1200,Northbay Health Alliance,Outpatient Clinic,Marcus Webb,Outbound,Meridian Core,Qualified,12000,2024-07-13,2024-09-17,16,12,27,Epic,1,Check in
DL-1201,Cypress Care Partners,Ambulatory Surgery Center,Devon Mills,Referral,Meridian Enterprise,Closed Won,105000,2024-07-03,2024-09-21,0,55,100,Cerner,4,Follow-up call
DL-1202,Ridgeline Physicians Group,Outpatient Clinic,Andre Bishop,Conference,Meridian Enterprise,Qualified,157000,2024-04-26,2024-07-22,10,12,32,None,1,Follow-up call
DL-1203,Hawthorne Oncology Partners,Outpatient Clinic,Chris Park,Inbound,Meridian Core,Proposal Sent,21000,2024-04-29,2024-06-08,6,10,54,Cerner,4,Follow-up call
DL-1204,Lakeside Community Hospital,Urgent Care,Sarah Chen,Conference,Meridian Pro,Prospecting,44000,2024-06-27,2024-08-25,7,11,20,Cerner,2,Escalation call
DL-1205,Tidewater Health System,Urgent Care,Megan Torres,Partner,Meridian Core,Closed Lost,35000,2024-05-29,2024-07-05,0,64,0,Cerner,2,Legal review
DL-1206,Lakeshore Physicians Group,Urgent Care,Andre Bishop,Conference,Meridian Pro,Prospecting,89000,2024-10-04,2024-12-06,12,6,13,None,1,Legal review
DL-1207,Riverside Health Alliance,Hospital System,Lauren Tate,Conference,Meridian Enterprise,Closed Lost,234000,2024-06-09,2024-09-14,0,42,0,Cerner,7,Pilot debrief
DL-1208,Lakeside Regional Health,Health Network,James Okafor,Outbound,Meridian Enterprise,Closed Lost,274000,2024-07-02,2024-11-10,0,56,0,In-House Solution,1,Check in
DL-1209,Osprey Cardiac Institute,Health Network,Rachel Kim,Inbound,Meridian Core,Closed Won,21000,2024-08-02,2024-08-29,0,83,100,In-House Solution,3,Pilot debrief
DL-1210,Ridgeline Hospital,Outpatient Clinic,Priya Nair,Referral,Meridian Pro,Closed Won,113000,2024-05-07,2024-06-13,0,68,96,None,2,Contract sent
DL-1211,Cedar Medical Center,Ambulatory Surgery Center,Andre Bishop,Conference,Meridian Pro,Closed Lost,48000,2024-07-29,2024-09-27,0,47,0,None,2,Contract sent
DL-1212,Lakeshore Health System,Hospital System,Connor Walsh,Inbound,Meridian Pro,Demo Scheduled,97000,2024-09-28,2024-10-27,18,11,36,None,3,Pilot debrief
DL-1213,Summit Health Alliance,Urgent Care,Marcus Webb,Outbound,Meridian Pro,Closed Won,57000,2024-04-21,2024-06-04,0,26,100,None,3,Check in
DL-1214,Pinnacle Community Hospital,Urgent Care,Sarah Chen,Inbound,Meridian Enterprise,Proposal Sent,272000,2024-09-14,2024-11-19,3,2,60,Cerner,4,Contract sent
DL-1215,Summit Clinic,Outpatient Clinic,Fatima Hassan,Partner,Meridian Enterprise,Closed Won,434000,2024-04-04,2024-06-23,0,67,97,None,2,Legal review
